symbol,original_run_timestamp,signal,price_at_signal,price_5d_after,return_5d_pct,price_10d_after,return_10d_pct,price_20d_after,return_20d_pct,scored_at
ASHLEY,2026-05-31,🔴 STRG SELL,155.44,141.02,-9.28,157.7,1.45,157.36,1.24,2026-09-21 20:51:08 IST
TATCAP,2026-05-31,🟡 HOLD,305.9,312.03,2.0,340.13,11.19,368.48,20.46,2026-09-21 20:51:08 IST
FEDBAN,2026-05-31,🟢 ACCUMULATE,288.95,303.56,5.06,316.02,9.37,322.95,11.77,2026-09-21 20:51:08 IST
HDFBAN,2026-05-31,🔴 STRG SELL,744.55,726.63,-2.41,764.7,2.71,798.9,7.3,2026-09-21 20:51:08 IST
LGELEC,2026-05-31,🟡 HOLD,1523.9,1519.9,-0.26,1529.2,0.35,1566.9,2.82,2026-09-21 20:51:08 IST
HDF250,2026-05-31,🟡 HOLD,170.66,168.57,-1.22,174.24,2.1,177.18,3.82,2026-09-21 20:51:08 IST
ICIGOL,2026-05-31,🟢 ACCUMULATE,128.65,128.37,-0.22,128.75,0.08,120.1,-6.65,2026-09-21 20:51:08 IST
ICINIF,2026-05-31,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
ICIPSE,2026-05-31,🟢 ACCUMULATE,249.37,238.4,-4.4,249.04,-0.13,216.88,-13.03,2026-09-21 20:51:08 IST
NIPNIT,2026-05-31,🔴 STRG SELL,266.01,31.73,-88.07,31.19,-88.27,30.02,-88.71,2026-09-21 20:51:08 IST
BHAELE,2026-05-31,🔴 STRG SELL,410.75,412.39,0.4,408.99,-0.43,411.04,0.07,2026-09-21 20:51:08 IST
TATGLO,2026-05-31,🟡 HOLD / RISK,1178.4,1107.0,-6.06,1100.4,-6.62,1112.8,-5.57,2026-09-21 20:51:08 IST
JIOFIN,2026-05-31,🔴 STRG SELL,238.95,228.33,-4.44,238.96,0.0,236.16,-1.17,2026-09-21 20:51:08 IST
WIPRO,2026-05-31,🔴 STRG SELL,204.25,179.71,-12.01,179.33,-12.2,173.5,-15.06,2026-09-21 20:51:08 IST
ENGIND,2026-05-31,🟢 ACCUMULATE,231.7,239.37,3.31,236.07,1.89,244.47,5.51,2026-09-21 20:51:08 IST
LIC,2026-05-31,🔴 STRG SELL,411.35,386.44,-6.06,396.41,-3.63,431.25,4.84,2026-09-21 20:51:08 IST
MIR150,2026-05-31,🟡 HOLD,31.6,22.37,-29.21,23.1,-26.9,23.28,-26.33,2026-09-21 20:51:08 IST
DRREDD,2026-05-31,🟢 ACCUMULATE,1303.5,1267.56,-2.76,1271.44,-2.46,1367.03,4.87,2026-09-21 20:51:08 IST
SEQSCI,2026-05-31,🟢 ACCUMULATE,1111.8,251.8,-77.35,249.95,-77.52,269.8,-75.73,2026-09-21 20:51:08 IST
JSWENE,2026-05-31,🟡 HOLD / RISK,595.05,570.95,-4.05,566.25,-4.84,586.25,-1.48,2026-09-21 20:51:08 IST
NHPC,2026-05-31,🔴 STRG SELL,78.87,73.31,-7.05,74.49,-5.55,81.35,3.14,2026-09-21 20:51:08 IST
NTPC,2026-05-31,🟡 HOLD,386.9,358.53,-7.33,344.38,-10.99,352.29,-8.95,2026-09-21 20:51:08 IST
NTPGRE,2026-05-31,🟡 HOLD / RISK,103.52,99.78,-3.61,98.73,-4.63,94.47,-8.74,2026-09-21 20:51:08 IST
SJVLIM,2026-05-31,🔴 STRG SELL,75.16,71.91,-4.32,72.75,-3.21,71.41,-4.99,2026-09-21 20:51:08 IST
TATPOW,2026-05-31,🟢 ACCUMULATE,420.75,401.71,-4.53,401.61,-4.55,386.5,-8.14,2026-09-21 20:51:08 IST
GAIL,2026-05-31,🔴 STRG SELL,164.51,168.11,2.19,174.9,6.32,171.72,4.38,2026-09-21 20:51:08 IST
HINPET,2026-05-31,🔴 STRG SELL,393.85,354.49,-9.99,381.97,-3.02,370.51,-5.93,2026-09-21 20:51:08 IST
ONGC,2026-05-31,🟡 HOLD,265.4,263.53,-0.7,242.62,-8.58,233.06,-12.19,2026-09-21 20:51:08 IST
PETLNG,2026-05-31,🔴 STRG SELL,271.05,264.3,-2.49,285.9,5.48,281.25,3.76,2026-09-21 20:51:08 IST
RELIND,2026-05-31,🔴 STRG SELL,1321.2,1263.3,-4.38,1307.0,-1.07,1301.0,-1.53,2026-09-21 20:51:08 IST
GUJPPL,2026-05-31,🔴 STRG SELL,157.35,148.8,-5.43,151.21,-3.9,147.5,-6.26,2026-09-21 20:51:08 IST
IDECEL,2026-05-31,🟡 HOLD / PEAK,13.99,14.4,2.93,14.95,6.86,14.43,3.15,2026-09-21 20:51:08 IST
ASHLEY,2026-06-03,🔴 STRG SELL,144.35,141.54,-1.95,159.57,10.54,162.32,12.45,2026-09-21 20:51:08 IST
TATCAP,2026-06-03,🟡 HOLD,305.9,320.76,4.86,336.54,10.02,360.95,18.0,2026-09-21 20:51:08 IST
FEDBAN,2026-06-03,🟢 ACCUMULATE,293.4,310.04,5.67,321.6,9.61,330.27,12.57,2026-09-21 20:51:08 IST
HDFBAN,2026-06-03,🔴 STRG SELL,743.75,734.7,-1.22,774.29,4.11,796.15,7.05,2026-09-21 20:51:08 IST
LGELEC,2026-06-03,🟡 HOLD,1523.9,1540.4,1.08,1578.8,3.6,1556.5,2.14,2026-09-21 20:51:08 IST
HDF250,2026-06-03,🟡 HOLD,170.1,168.66,-0.85,176.38,3.69,179.53,5.54,2026-09-21 20:51:08 IST
ICIGOL,2026-06-03,🟢 ACCUMULATE,128.17,125.45,-2.12,128.2,0.02,121.93,-4.87,2026-09-21 20:51:08 IST
ICINIF,2026-06-03,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
ICIPSE,2026-06-03,🟢 ACCUMULATE,249.38,230.82,-7.44,245.05,-1.74,220.73,-11.49,2026-09-21 20:51:08 IST
NIPNIT,2026-06-03,🔴 STRG SELL,262.69,31.42,-88.04,31.9,-87.86,28.63,-89.1,2026-09-21 20:51:08 IST
BHAELE,2026-06-03,🔴 STRG SELL,405.1,407.8,0.67,419.28,3.5,415.69,2.61,2026-09-21 20:51:08 IST
TATGLO,2026-06-03,🟡 HOLD / RISK,1160.9,1108.0,-4.56,1124.5,-3.14,1090.9,-6.03,2026-09-21 20:51:08 IST
JIOFIN,2026-06-03,🔴 STRG SELL,234.08,229.63,-1.9,242.41,3.56,239.45,2.29,2026-09-21 20:51:08 IST
WIPRO,2026-06-03,🔴 STRG SELL,207.44,176.91,-14.72,182.39,-12.08,168.21,-18.91,2026-09-21 20:51:08 IST
ENGIND,2026-06-03,🟡 HOLD,224.17,232.05,3.52,243.19,8.48,237.58,5.98,2026-09-21 20:51:08 IST
LIC,2026-06-03,🔴 STRG SELL,399.7,386.88,-3.21,408.57,2.22,434.7,8.76,2026-09-21 20:51:08 IST
MIR150,2026-06-03,🔴 STRG SELL,30.18,22.4,-25.78,23.27,-22.9,23.45,-22.3,2026-09-21 20:51:08 IST
DRREDD,2026-06-03,🟡 HOLD,1266.4,1263.69,-0.21,1261.0,-0.43,1331.46,5.14,2026-09-21 20:51:08 IST
SEQSCI,2026-06-03,🟢 ACCUMULATE,1071.6,252.3,-76.46,244.35,-77.2,288.2,-73.11,2026-09-21 20:51:08 IST
JSWENE,2026-06-03,🟡 HOLD / RISK,579.35,560.65,-3.23,572.0,-1.27,569.45,-1.71,2026-09-21 20:51:08 IST
NHPC,2026-06-03,🔴 STRG SELL,75.52,72.47,-4.04,74.21,-1.73,79.35,5.07,2026-09-21 20:51:08 IST
NTPC,2026-06-03,🟡 HOLD,366.7,347.89,-5.13,351.75,-4.08,354.08,-3.44,2026-09-21 20:51:08 IST
NTPGRE,2026-06-03,🟡 HOLD / RISK,101.99,98.32,-3.6,96.99,-4.9,95.08,-6.78,2026-09-21 20:51:08 IST
SJVLIM,2026-06-03,🔴 STRG SELL,73.25,71.43,-2.48,73.48,0.31,72.25,-1.37,2026-09-21 20:51:08 IST
TATPOW,2026-06-03,🟡 HOLD,410.8,392.32,-4.5,399.03,-2.87,375.45,-8.61,2026-09-21 20:51:08 IST
GAIL,2026-06-03,🔴 STRG SELL,163.72,167.52,2.32,174.52,6.6,173.99,6.27,2026-09-21 20:51:08 IST
HINPET,2026-06-03,🔴 STRG SELL,383.45,356.06,-7.14,382.92,-0.14,372.89,-2.75,2026-09-21 20:51:08 IST
ONGC,2026-06-03,🟡 HOLD,268.5,250.83,-6.58,243.96,-9.14,233.99,-12.85,2026-09-21 20:51:08 IST
PETLNG,2026-06-03,🔴 STRG SELL,268.4,265.24,-1.18,292.0,8.79,279.1,3.99,2026-09-21 20:51:08 IST
RELIND,2026-06-03,🔴 STRG SELL,1309.1,1258.8,-3.84,1332.7,1.8,1308.0,-0.08,2026-09-21 20:51:08 IST
GUJPPL,2026-06-03,🔴 STRG SELL,156.64,147.6,-5.77,150.04,-4.21,147.44,-5.87,2026-09-21 20:51:08 IST
IDECEL,2026-06-03,🟡 HOLD / PEAK,14.23,13.88,-2.46,14.92,4.85,14.64,2.88,2026-09-21 20:51:08 IST
ASHLEY,2026-06-06,🔴 STRG SELL,145.29,157.7,8.54,157.19,8.19,166.12,14.34,2026-09-21 20:51:08 IST
TATCAP,2026-06-06,🟡 HOLD,305.9,340.13,11.19,355.26,16.14,349.57,14.28,2026-09-21 20:51:08 IST
FEDBAN,2026-06-06,🟢 ACCUMULATE,304.15,316.02,3.9,322.3,5.97,329.18,8.23,2026-09-21 20:51:08 IST
HDFBAN,2026-06-06,🔴 STRG SELL,747.05,764.7,2.36,786.4,5.27,829.85,11.08,2026-09-21 20:51:08 IST
LGELEC,2026-06-06,🟡 HOLD,1523.9,1529.2,0.35,1607.0,5.45,1560.2,2.38,2026-09-21 20:51:08 IST
ICINIF,2026-06-06,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
BHAELE,2026-06-06,🔴 STRG SELL,408.2,408.99,0.19,430.92,5.57,424.97,4.11,2026-09-21 20:51:08 IST
TATGLO,2026-06-06,🔴 STRG SELL,1130.9,1100.4,-2.7,1112.9,-1.59,1117.9,-1.15,2026-09-21 20:51:08 IST
JIOFIN,2026-06-06,🔴 STRG SELL,236.89,238.96,0.87,242.81,2.5,239.44,1.08,2026-09-21 20:51:08 IST
WIPRO,2026-06-06,🔴 STRG SELL,198.37,179.33,-9.6,178.15,-10.19,172.35,-13.12,2026-09-21 20:51:08 IST
ENGIND,2026-06-06,🟢 ACCUMULATE,237.78,236.07,-0.72,258.5,8.71,243.91,2.58,2026-09-21 20:51:08 IST
LIC,2026-06-06,🔴 STRG SELL,399.9,396.41,-0.87,432.27,8.09,429.1,7.3,2026-09-21 20:51:08 IST
DRREDD,2026-06-06,🟡 HOLD,1278.2,1271.44,-0.53,1282.57,0.34,1359.28,6.34,2026-09-21 20:51:08 IST
SEQSCI,2026-06-06,🟡 HOLD,1044.6,249.95,-76.07,271.2,-74.04,289.85,-72.25,2026-09-21 20:51:08 IST
JSWENE,2026-06-06,🟡 HOLD / RISK,584.2,566.25,-3.07,582.05,-0.37,547.4,-6.3,2026-09-21 20:51:08 IST
NHPC,2026-06-06,🔴 STRG SELL,74.97,74.49,-0.64,78.01,4.05,79.63,6.22,2026-09-21 20:51:08 IST
NTPC,2026-06-06,🟡 HOLD,361.65,344.38,-4.78,363.13,0.41,352.44,-2.55,2026-09-21 20:51:08 IST
NTPGRE,2026-06-06,🟡 HOLD / RISK,100.86,98.73,-2.11,97.18,-3.65,95.03,-5.78,2026-09-21 20:51:08 IST
SJVLIM,2026-06-06,🔴 STRG SELL,73.68,72.75,-1.26,73.75,0.1,71.37,-3.14,2026-09-21 20:51:08 IST
TATPOW,2026-06-06,🟡 HOLD,409.2,401.61,-1.85,403.45,-1.41,377.55,-7.73,2026-09-21 20:51:08 IST
GAIL,2026-06-06,🟡 HOLD / RISK,167.4,174.9,4.48,176.79,5.61,174.52,4.25,2026-09-21 20:51:08 IST
HINPET,2026-06-06,🔴 STRG SELL,385.05,381.97,-0.8,373.98,-2.87,380.73,-1.12,2026-09-21 20:51:08 IST
ONGC,2026-06-06,🟡 HOLD,264.75,242.62,-8.36,244.41,-7.68,242.87,-8.26,2026-09-21 20:51:08 IST
PETLNG,2026-06-06,🔴 STRG SELL,269.45,285.9,6.11,286.5,6.33,275.5,2.25,2026-09-21 20:51:08 IST
RELIND,2026-06-06,🔴 STRG SELL,1291.0,1307.0,1.24,1326.5,2.75,1321.3,2.35,2026-09-21 20:51:08 IST
GUJPPL,2026-06-06,🔴 STRG SELL,155.74,151.21,-2.91,151.92,-2.45,151.38,-2.8,2026-09-21 20:51:08 IST
IDECEL,2026-06-06,🟡 HOLD / PEAK,14.95,14.95,0.0,14.82,-0.87,14.09,-5.75,2026-09-21 20:51:08 IST
ASHLEY,2026-06-10,🔴 STRG SELL,143.46,159.57,11.23,154.91,7.98,156.22,8.89,2026-09-21 20:51:08 IST
TATCAP,2026-06-10,🟡 HOLD,305.9,336.54,10.02,353.46,15.55,345.67,13.0,2026-09-21 20:51:08 IST
FEDBAN,2026-06-10,🟢 ACCUMULATE,313.8,321.6,2.49,324.09,3.28,325.44,3.71,2026-09-21 20:51:08 IST
HDFBAN,2026-06-10,🔴 STRG SELL,740.7,774.29,4.53,793.2,7.09,810.3,9.4,2026-09-21 20:51:08 IST
LGELEC,2026-06-10,🟡 HOLD,1523.9,1578.8,3.6,1566.0,2.76,1545.3,1.4,2026-09-21 20:51:08 IST
HDF250,2026-06-10,🟡 HOLD,171.11,176.38,3.08,179.08,4.66,177.26,3.59,2026-09-21 20:51:08 IST
ICIGOL,2026-06-10,🟡 HOLD,122.0,128.2,5.08,121.59,-0.34,122.8,0.66,2026-09-21 20:51:08 IST
ICINIF,2026-06-10,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
ICIPSE,2026-06-10,🟡 HOLD,222.68,245.05,10.05,222.46,-0.1,219.45,-1.45,2026-09-21 20:51:08 IST
NIPNIT,2026-06-10,🔴 STRG SELL,262.98,31.9,-87.87,30.61,-88.36,30.51,-88.4,2026-09-21 20:51:08 IST
BHAELE,2026-06-10,🔴 STRG SELL,411.95,419.28,1.78,412.99,0.25,407.05,-1.19,2026-09-21 20:51:08 IST
TATGLO,2026-06-10,🔴 STRG SELL,1120.2,1124.5,0.38,1098.1,-1.97,1089.8,-2.71,2026-09-21 20:51:08 IST
JIOFIN,2026-06-10,🔴 STRG SELL,233.44,242.41,3.84,238.31,2.09,229.45,-1.71,2026-09-21 20:51:08 IST
WIPRO,2026-06-10,🔴 STRG SELL,181.89,182.39,0.27,172.51,-5.16,170.77,-6.11,2026-09-21 20:51:08 IST
ENGIND,2026-06-10,🟢 ACCUMULATE,235.81,243.19,3.13,253.69,7.58,235.09,-0.31,2026-09-21 20:51:08 IST
LIC,2026-06-10,🔴 STRG SELL,403.45,408.57,1.27,426.6,5.74,427.9,6.06,2026-09-21 20:51:08 IST
MIR150,2026-06-10,🔴 STRG SELL,30.52,23.27,-23.75,23.38,-23.39,23.35,-23.49,2026-09-21 20:51:08 IST
DRREDD,2026-06-10,🟡 HOLD,1272.8,1261.0,-0.93,1320.03,3.71,1340.5,5.32,2026-09-21 20:51:08 IST
SEQSCI,2026-06-10,🟡 HOLD,1012.7,244.35,-75.87,271.25,-73.22,270.6,-73.28,2026-09-21 20:51:08 IST
JSWENE,2026-06-10,🟡 HOLD / RISK,568.0,572.0,0.7,574.4,1.13,536.95,-5.47,2026-09-21 20:51:08 IST
NHPC,2026-06-10,🔴 STRG SELL,73.68,74.21,0.72,79.09,7.34,78.59,6.66,2026-09-21 20:51:08 IST
NTPC,2026-06-10,🟡 HOLD,354.85,351.75,-0.87,353.23,-0.46,344.97,-2.78,2026-09-21 20:51:08 IST
NTPGRE,2026-06-10,🟡 HOLD / RISK,100.35,96.99,-3.35,94.67,-5.66,92.7,-7.62,2026-09-21 20:51:08 IST
SJVLIM,2026-06-10,🔴 STRG SELL,72.48,73.48,1.38,72.52,0.06,69.77,-3.74,2026-09-21 20:51:08 IST
TATPOW,2026-06-10,🟡 HOLD,395.5,399.03,0.89,393.1,-0.61,372.1,-5.92,2026-09-21 20:51:08 IST
GAIL,2026-06-10,🟡 HOLD / RISK,166.53,174.52,4.8,174.42,4.74,168.75,1.33,2026-09-21 20:51:08 IST
HINPET,2026-06-10,🔴 STRG SELL,382.6,382.92,0.08,392.67,2.63,367.9,-3.84,2026-09-21 20:51:08 IST
ONGC,2026-06-10,🟡 HOLD,259.4,243.96,-5.95,238.98,-7.87,245.95,-5.19,2026-09-21 20:51:08 IST
PETLNG,2026-06-10,🔴 STRG SELL,268.4,292.0,8.79,287.85,7.25,271.6,1.19,2026-09-21 20:51:08 IST
RELIND,2026-06-10,🔴 STRG SELL,1289.7,1332.7,3.33,1313.6,1.85,1275.9,-1.07,2026-09-21 20:51:08 IST
GUJPPL,2026-06-10,🔴 STRG SELL,155.01,150.04,-3.21,151.64,-2.17,145.82,-5.93,2026-09-21 20:51:08 IST
IDECEL,2026-06-10,🟢 ACCUMULATE,13.86,14.92,7.65,14.31,3.25,13.93,0.51,2026-09-21 20:51:08 IST
ASHLEY,2026-06-13,🔴 STRG SELL,152.45,157.19,3.11,157.36,3.22,159.22,4.44,2026-09-21 20:51:08 IST
TATCAP,2026-06-13,🟡 HOLD,305.9,355.26,16.14,368.48,20.46,360.35,17.8,2026-09-21 20:51:08 IST
FEDBAN,2026-06-13,🟢 ACCUMULATE,315.7,322.3,2.09,322.95,2.3,331.37,4.96,2026-09-21 20:51:08 IST
HDFBAN,2026-06-13,🔴 STRG SELL,772.45,786.4,1.81,798.9,3.42,817.95,5.89,2026-09-21 20:51:08 IST
LGELEC,2026-06-13,🟡 HOLD,1523.9,1607.0,5.45,1566.9,2.82,1543.5,1.29,2026-09-21 20:51:08 IST
ICINIF,2026-06-13,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
BHAELE,2026-06-13,🔴 STRG SELL,406.5,430.92,6.01,411.04,1.12,410.24,0.92,2026-09-21 20:51:08 IST
TATGLO,2026-06-13,🔴 STRG SELL,1100.7,1112.9,1.11,1112.8,1.1,1098.6,-0.19,2026-09-21 20:51:08 IST
JIOFIN,2026-06-13,🔴 STRG SELL,235.89,242.81,2.93,236.16,0.11,240.85,2.1,2026-09-21 20:51:08 IST
WIPRO,2026-06-13,🔴 STRG SELL,180.14,178.15,-1.1,173.5,-3.69,176.42,-2.07,2026-09-21 20:51:08 IST
ENGIND,2026-06-13,🟡 HOLD,234.68,258.5,10.15,244.47,4.17,236.66,0.84,2026-09-21 20:51:08 IST
LIC,2026-06-13,🔴 STRG SELL,399.35,432.27,8.24,431.25,7.99,441.3,10.5,2026-09-21 20:51:08 IST
DRREDD,2026-06-13,🟡 HOLD,1275.4,1282.57,0.56,1367.03,7.18,1234.5,-3.21,2026-09-21 20:51:08 IST
SEQSCI,2026-06-13,🟡 HOLD,1055.5,271.2,-74.31,269.8,-74.44,284.35,-73.06,2026-09-21 20:51:08 IST
JSWENE,2026-06-13,🟡 HOLD / RISK,559.35,582.05,4.06,586.25,4.81,553.65,-1.02,2026-09-21 20:51:08 IST
NHPC,2026-06-13,🔴 STRG SELL,73.79,78.01,5.72,81.35,10.25,79.24,7.39,2026-09-21 20:51:08 IST
NTPC,2026-06-13,🟡 HOLD,353.9,363.13,2.61,352.29,-0.45,347.99,-1.67,2026-09-21 20:51:08 IST
NTPGRE,2026-06-13,🟡 HOLD / RISK,98.33,97.18,-1.17,94.47,-3.93,94.55,-3.84,2026-09-21 20:51:08 IST
SJVLIM,2026-06-13,🔴 STRG SELL,72.61,73.75,1.57,71.41,-1.65,70.2,-3.32,2026-09-21 20:51:08 IST
TATPOW,2026-06-13,🟡 HOLD,393.55,403.45,2.52,386.5,-1.79,377.85,-3.99,2026-09-21 20:51:08 IST
GAIL,2026-06-13,🟡 HOLD / RISK,170.5,176.79,3.69,171.72,0.72,172.62,1.24,2026-09-21 20:51:08 IST
HINPET,2026-06-13,🔴 STRG SELL,388.9,373.98,-3.84,370.51,-4.73,372.41,-4.24,2026-09-21 20:51:08 IST
ONGC,2026-06-13,🔴 STRG SELL,246.2,244.41,-0.73,233.06,-5.34,247.4,0.49,2026-09-21 20:51:08 IST
PETLNG,2026-06-13,🟡 HOLD,274.75,286.5,4.28,281.25,2.37,278.95,1.53,2026-09-21 20:51:08 IST
RELIND,2026-06-13,🔴 STRG SELL,1293.0,1326.5,2.59,1301.0,0.62,1296.9,0.3,2026-09-21 20:51:08 IST
GUJPPL,2026-06-13,🔴 STRG SELL,153.88,151.92,-1.27,147.5,-4.15,150.96,-1.9,2026-09-21 20:51:08 IST
IDECEL,2026-06-13,🟡 HOLD / PEAK,14.9,14.82,-0.54,14.43,-3.15,13.96,-6.31,2026-09-21 20:51:08 IST
ASHLEY,2026-06-17,🔴 STRG SELL,159.35,154.91,-2.79,162.32,1.86,156.52,-1.78,2026-09-21 20:51:08 IST
TATCAP,2026-06-17,🟡 HOLD,305.9,353.46,15.55,360.95,18.0,357.0,16.7,2026-09-21 20:51:08 IST
FEDBAN,2026-06-17,🟢 ACCUMULATE,320.4,324.09,1.15,330.27,3.08,326.43,1.88,2026-09-21 20:51:08 IST
HDFBAN,2026-06-17,🔴 STRG SELL,785.75,793.2,0.95,796.15,1.32,815.45,3.78,2026-09-21 20:51:08 IST
LGELEC,2026-06-17,🟡 HOLD,1523.9,1566.0,2.76,1556.5,2.14,1556.7,2.15,2026-09-21 20:51:08 IST
HDF250,2026-06-17,🟢 ACCUMULATE,175.98,179.08,1.76,179.53,2.02,181.97,3.4,2026-09-21 20:51:08 IST
ICIGOL,2026-06-17,🟡 HOLD,123.68,121.59,-1.69,121.93,-1.41,120.68,-2.43,2026-09-21 20:51:08 IST
ICINIF,2026-06-17,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
ICIPSE,2026-06-17,🟡 HOLD,234.78,222.46,-5.25,220.73,-5.98,217.82,-7.22,2026-09-21 20:51:08 IST
NIPNIT,2026-06-17,🔴 STRG SELL,271.06,30.61,-88.71,28.63,-89.44,31.66,-88.32,2026-09-21 20:51:08 IST
BHAELE,2026-06-17,🔴 STRG SELL,407.35,412.99,1.38,415.69,2.05,410.39,0.75,2026-09-21 20:51:08 IST
